Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-08055,Finance,5,8.8,5.0,3.0,50000,Yes,Yes
INT-08056,Admin,14,5.5,4.6,6.3,25000,No,No
INT-08057,Admin,15,7.9,7.0,4.3,75000,Yes,Yes
INT-08058,IT,8,8.0,7.7,8.2,50000,No,No
INT-08059,Admin,9,8.4,7.7,6.6,100000,No,Yes
INT-08060,Engineering,14,6.1,9.7,0.8,0,Yes,Yes
INT-08061,Engineering,24,7.9,6.9,1.1,50000,Yes,Yes
INT-08062,IT,13,8.2,5.5,1.7,0,Yes,Yes
INT-08063,Marketing,7,6.4,5.5,8.9,100000,No,No
INT-08064,IT,12,6.0,5.1,30.8,50000,Yes,No
INT-08065,Marketing,15,7.3,9.5,5.3,75000,Yes,Yes
INT-08066,IT,13,8.5,5.8,1.8,75000,No,No
INT-08067,Admin,17,7.0,6.0,8.0,100000,Yes,No
INT-08068,Admin,8,9.1,8.5,8.4,150000,No,Yes
INT-08069,Admin,4,4.4,6.1,11.8,25000,No,No
INT-08070,Engineering,8,8.7,8.7,10.4,50000,No,Yes
INT-08071,Admin,19,8.4,6.7,9.8,50000,Yes,Yes
INT-08072,Admin,8,6.8,7.6,10.8,25000,Yes,Yes
INT-08073,Engineering,8,8.5,5.8,14.2,25000,Yes,Yes
INT-08074,Engineering,21,4.8,5.0,18.6,0,No,No
INT-08075,Finance,9,6.7,3.3,0.5,0,No,Yes
INT-08076,IT,24,9.1,8.2,9.3,100000,Yes,Yes
INT-08077,Engineering,21,8.2,9.0,23.2,75000,No,Yes
INT-08078,Engineering,13,8.4,5.9,11.8,0,Yes,Yes
INT-08079,Admin,18,8.6,8.3,1.2,50000,No,Yes
INT-08080,Admin,14,6.3,5.1,11.2,25000,Yes,No
INT-08081,Admin,22,9.2,7.9,2.8,25000,No,Yes
INT-08082,IT,16,8.2,7.0,2.1,150000,No,Yes
INT-08083,IT,23,6.2,6.5,2.3,75000,No,Yes
INT-08084,IT,6,9.1,9.6,29.1,50000,No,No
INT-08085,Engineering,19,5.4,9.3,9.1,150000,No,Yes
INT-08086,Engineering,10,7.6,9.2,31.0,150000,Yes,No
INT-08087,Marketing,15,8.0,9.6,15.5,50000,Yes,Yes
INT-08088,Engineering,18,7.4,5.4,21.2,25000,No,No
INT-08089,IT,11,7.1,5.7,7.0,150000,No,Yes
INT-08090,Finance,20,9.0,7.6,3.9,100000,Yes,Yes
INT-08091,Finance,4,7.0,8.9,11.2,50000,No,Yes
INT-08092,Admin,24,8.1,8.3,0.6,50000,No,No
INT-08093,Engineering,11,9.5,8.5,8.8,75000,No,Yes
INT-08094,Marketing,17,6.2,4.7,25.6,100000,No,No
INT-08095,Engineering,13,6.8,3.8,15.5,25000,No,Yes
INT-08096,Marketing,22,8.5,6.9,2.2,75000,No,Yes
INT-08097,IT,11,8.9,8.7,1.6,50000,No,Yes
INT-08098,IT,22,9.1,6.8,14.5,50000,Yes,Yes
INT-08099,Admin,7,8.6,6.7,0.9,75000,Yes,Yes
INT-08100,Engineering,13,9.5,4.1,43.4,150000,No,No
INT-08101,Finance,6,8.9,7.5,5.5,75000,No,Yes
INT-08102,Marketing,7,8.5,7.8,21.5,50000,Yes,No
INT-08103,Admin,19,7.2,6.7,13.8,75000,Yes,Yes
INT-08104,IT,7,9.0,4.8,10.1,25000,Yes,No
INT-08105,Finance,23,5.7,4.6,2.3,75000,Yes,Yes
INT-08106,Engineering,23,7.3,6.4,1.2,25000,No,Yes
INT-08107,IT,16,7.2,7.2,9.0,50000,No,Yes
INT-08108,Admin,24,8.1,7.0,2.2,75000,No,Yes
INT-08109,Engineering,20,5.6,5.8,14.6,50000,No,No
INT-08110,Finance,19,5.4,6.9,1.1,75000,Yes,No
INT-08111,Admin,20,7.7,9.3,6.4,100000,Yes,Yes
INT-08112,Admin,9,8.0,9.2,4.9,0,No,Yes
INT-08113,Marketing,6,7.4,6.8,21.2,100000,No,No
INT-08114,Engineering,23,9.2,9.2,18.8,75000,No,Yes
INT-08115,Admin,7,7.0,7.3,10.7,75000,No,No
INT-08116,IT,11,6.1,8.0,11.8,100000,Yes,Yes
INT-08117,Engineering,23,7.7,8.7,10.3,25000,No,Yes
INT-08118,IT,12,7.0,9.3,9.5,0,Yes,Yes
INT-08119,IT,4,8.3,5.8,46.8,50000,No,No
INT-08120,Engineering,16,6.4,9.0,11.2,50000,No,Yes
INT-08121,IT,5,8.6,7.4,23.8,75000,Yes,Yes
INT-08122,Engineering,13,8.8,6.6,5.1,100000,No,Yes
INT-08123,IT,22,5.3,9.8,50.7,50000,Yes,No
INT-08124,Engineering,20,6.8,6.6,8.1,75000,Yes,Yes
INT-08125,IT,16,5.0,7.6,19.3,50000,No,No
INT-08126,IT,17,8.5,8.0,1.3,75000,No,No
INT-08127,IT,14,6.5,6.8,8.0,150000,Yes,No
INT-08128,Marketing,13,8.8,6.5,40.0,25000,Yes,No
INT-08129,Finance,10,7.0,9.5,1.1,0,Yes,Yes
INT-08130,IT,13,5.8,5.8,24.0,50000,No,No
INT-08131,Finance,4,7.9,6.9,1.8,50000,Yes,Yes
INT-08132,Engineering,17,8.2,6.9,44.9,25000,Yes,No
INT-08133,Marketing,6,6.5,6.5,3.2,75000,No,Yes
INT-08134,Admin,16,6.7,8.6,13.1,0,Yes,Yes
INT-08135,Engineering,5,5.6,6.5,0.7,75000,Yes,Yes
INT-08136,IT,20,7.7,8.3,3.2,0,Yes,Yes
INT-08137,Admin,24,4.8,7.8,7.9,100000,No,Yes
INT-08138,Marketing,6,8.7,9.2,2.6,75000,Yes,Yes
INT-08139,Engineering,18,7.8,8.5,11.9,75000,No,Yes
INT-08140,IT,11,8.7,8.9,9.5,100000,No,Yes
INT-08141,IT,9,8.6,3.1,38.1,75000,No,No
INT-08142,Engineering,12,8.6,7.0,7.5,0,No,Yes
INT-08143,Engineering,14,6.2,7.1,12.2,100000,No,Yes
INT-08144,Admin,5,7.8,6.3,1.1,75000,Yes,Yes
INT-08145,Marketing,12,8.1,8.3,0.9,100000,No,Yes
INT-08146,IT,21,9.0,7.8,7.5,75000,Yes,Yes
INT-08147,Admin,22,7.7,6.9,34.3,0,No,No
INT-08148,Marketing,21,7.6,9.1,3.0,25000,No,Yes
INT-08149,Admin,8,7.9,7.6,0.5,25000,No,Yes
INT-08150,IT,21,8.5,7.7,3.8,50000,Yes,Yes
INT-08151,Engineering,15,7.2,7.4,11.2,50000,Yes,No
INT-08152,Finance,7,9.6,4.9,13.5,75000,No,Yes
INT-08153,IT,18,7.4,7.5,12.7,50000,No,No
INT-08154,Marketing,14,7.6,4.8,1.2,100000,No,Yes
INT-08155,Finance,22,6.1,7.2,12.3,50000,Yes,No
INT-08156,IT,8,7.0,4.8,1.2,50000,Yes,Yes
INT-08157,Engineering,9,8.3,5.4,35.3,100000,No,No
INT-08158,Admin,16,8.8,5.1,4.2,25000,No,Yes
INT-08159,Admin,13,8.4,8.8,10.0,75000,No,Yes
INT-08160,Finance,17,8.4,7.2,5.8,0,No,Yes
INT-08161,Marketing,7,9.1,6.2,2.7,75000,No,Yes
INT-08162,IT,23,7.4,8.8,8.1,75000,Yes,No
INT-08163,Admin,15,8.5,7.7,0.6,100000,No,Yes
INT-08164,Admin,18,8.6,6.6,6.1,25000,No,Yes
INT-08165,Admin,13,8.1,8.1,0.8,100000,No,Yes
INT-08166,Admin,14,4.4,4.5,7.2,25000,No,No
INT-08167,IT,12,9.7,5.6,5.4,50000,Yes,Yes
INT-08168,Engineering,14,5.7,6.4,18.5,150000,No,No
INT-08169,Admin,5,5.8,6.5,27.6,50000,No,No
INT-08170,IT,16,8.6,5.3,8.9,50000,No,Yes
INT-08171,Finance,11,5.3,2.4,2.1,150000,No,No
INT-08172,Finance,24,6.4,6.1,6.4,150000,No,Yes
INT-08173,Admin,24,6.1,7.5,0.5,50000,No,Yes
INT-08174,IT,11,8.5,7.8,12.2,50000,No,Yes
INT-08175,Engineering,4,6.4,5.0,0.8,50000,Yes,Yes
INT-08176,IT,9,7.7,7.7,13.7,50000,Yes,Yes
INT-08177,IT,16,7.4,5.1,3.0,75000,No,Yes
INT-08178,Engineering,12,8.8,9.3,2.8,25000,No,Yes
INT-08179,IT,9,8.2,8.3,1.3,25000,No,Yes
INT-08180,IT,18,6.7,6.0,9.8,150000,No,Yes
INT-08181,IT,19,8.6,6.3,4.1,0,Yes,Yes
INT-08182,IT,7,7.3,7.8,1.3,75000,Yes,Yes
INT-08183,IT,20,6.4,5.7,3.6,75000,Yes,Yes
INT-08184,Marketing,12,4.9,7.8,20.9,75000,Yes,No
INT-08185,IT,15,8.1,5.5,0.8,50000,Yes,Yes
INT-08186,IT,22,8.3,8.6,9.3,25000,No,Yes
INT-08187,IT,23,7.4,4.7,6.1,100000,No,Yes
INT-08188,Marketing,15,9.4,8.6,7.8,0,No,Yes
INT-08189,Engineering,9,8.5,9.0,4.5,150000,Yes,Yes
INT-08190,Admin,15,6.1,7.1,5.8,50000,No,Yes
INT-08191,Finance,12,4.6,8.8,11.9,0,No,Yes
INT-08192,Admin,23,6.9,9.0,5.8,25000,Yes,Yes
INT-08193,Admin,8,8.0,8.3,4.3,150000,No,Yes
INT-08194,IT,24,3.8,6.1,3.1,75000,No,No
INT-08195,Admin,6,7.0,9.9,5.3,75000,Yes,Yes
INT-08196,Admin,5,7.9,7.6,7.4,100000,No,Yes
INT-08197,Engineering,11,9.5,8.2,4.3,50000,Yes,Yes
INT-08198,IT,13,6.9,4.5,19.0,25000,No,No
INT-08199,Engineering,18,8.8,8.2,44.6,25000,No,Yes
INT-08200,IT,12,5.9,7.3,2.3,25000,Yes,Yes
INT-08201,IT,13,9.0,8.6,8.8,100000,No,Yes
INT-08202,Admin,14,9.4,8.8,2.3,100000,No,Yes
INT-08203,Marketing,12,8.5,5.2,6.7,100000,Yes,Yes
INT-08204,Admin,17,6.3,7.4,4.5,150000,Yes,Yes
INT-08205,Engineering,8,6.8,7.6,2.8,100000,Yes,Yes
INT-08206,IT,12,6.2,7.4,3.8,50000,Yes,Yes
INT-08207,IT,7,9.7,4.4,1.6,25000,No,Yes
INT-08208,IT,5,8.3,7.4,1.2,100000,No,Yes
INT-08209,Admin,22,7.1,9.3,5.3,50000,Yes,Yes
INT-08210,IT,4,8.9,9.6,14.0,50000,Yes,Yes
INT-08211,IT,24,8.9,9.4,9.7,0,No,Yes
INT-08212,Finance,4,7.9,6.5,7.7,100000,No,Yes
INT-08213,IT,15,6.9,5.9,4.9,100000,Yes,Yes
INT-08214,Engineering,14,8.5,4.9,5.6,75000,Yes,Yes
INT-08215,Admin,4,8.3,9.2,0.7,150000,No,Yes
INT-08216,Engineering,17,5.1,6.4,23.0,0,No,No
INT-08217,Engineering,14,6.4,3.6,3.5,0,Yes,No
INT-08218,Admin,10,8.0,7.0,20.2,25000,Yes,No
INT-08219,IT,5,7.9,8.6,10.6,50000,No,Yes
INT-08220,Engineering,18,8.3,8.0,7.1,50000,No,Yes
INT-08221,Finance,11,8.4,5.9,5.2,75000,Yes,Yes
INT-08222,IT,23,3.8,5.2,3.6,100000,No,No
INT-08223,IT,18,6.5,7.2,8.6,0,No,Yes
INT-08224,Finance,11,7.1,7.1,28.6,50000,No,No
INT-08225,Admin,13,7.6,8.2,13.6,0,No,Yes
INT-08226,Engineering,22,7.4,8.2,4.5,25000,No,Yes
INT-08227,Admin,6,7.1,7.6,5.8,100000,No,Yes
INT-08228,IT,23,8.1,7.0,5.6,75000,Yes,Yes
INT-08229,Engineering,17,8.6,7.7,2.9,25000,No,Yes
INT-08230,Engineering,12,5.3,6.8,15.5,50000,No,No
INT-08231,IT,12,7.4,5.0,9.9,50000,No,Yes
INT-08232,Admin,24,9.2,3.3,7.8,50000,Yes,No
INT-08233,Finance,9,9.3,9.1,5.0,0,No,Yes
INT-08234,Engineering,11,8.5,5.9,2.7,50000,No,Yes
INT-08235,IT,14,7.4,6.6,8.7,75000,No,Yes
INT-08236,Engineering,11,7.1,8.1,2.7,100000,No,Yes
INT-08237,Engineering,15,6.2,5.4,0.6,50000,Yes,Yes
INT-08238,Finance,13,9.5,7.0,1.1,25000,No,Yes
INT-08239,Engineering,7,6.0,7.1,10.0,50000,Yes,No
INT-08240,IT,19,8.8,4.8,4.3,50000,No,Yes
INT-08241,Engineering,23,6.1,4.2,2.3,75000,Yes,Yes
INT-08242,Engineering,9,9.7,8.2,2.7,100000,No,Yes
INT-08243,IT,12,4.9,5.6,6.0,25000,No,No
INT-08244,Admin,8,6.0,4.9,19.4,75000,Yes,No
INT-08245,Admin,24,9.0,6.6,3.0,100000,No,Yes
INT-08246,Engineering,9,9.5,7.0,9.0,75000,No,Yes
INT-08247,IT,20,9.2,5.9,14.5,150000,No,Yes
INT-08248,Engineering,20,5.5,9.2,5.9,100000,Yes,Yes
INT-08249,Marketing,16,5.9,8.3,0.7,150000,No,Yes
INT-08250,Finance,20,9.9,7.4,13.2,75000,No,Yes
INT-08251,Marketing,17,9.0,7.8,17.4,0,Yes,Yes
INT-08252,Marketing,5,8.3,9.1,0.8,100000,No,Yes
INT-08253,IT,22,8.7,7.3,1.5,75000,No,Yes
INT-08254,Engineering,6,6.4,3.8,1.2,50000,Yes,No
INT-08255,Admin,5,9.2,8.3,2.5,75000,Yes,Yes
INT-08256,Finance,5,6.6,8.2,6.0,75000,Yes,Yes
INT-08257,IT,10,6.3,6.5,0.8,25000,Yes,Yes
INT-08258,Marketing,7,7.1,4.1,2.0,100000,No,Yes
INT-08259,Engineering,20,8.1,4.1,4.7,25000,No,Yes
INT-08260,Finance,9,8.7,9.5,8.5,0,Yes,Yes
INT-08261,IT,10,5.8,6.4,19.7,25000,No,No
INT-08262,IT,23,4.2,8.1,14.7,25000,No,No
INT-08263,Finance,9,8.2,7.0,0.9,150000,Yes,Yes
INT-08264,IT,12,8.2,8.3,27.8,50000,Yes,No
INT-08265,Finance,23,9.0,5.6,3.0,75000,Yes,Yes
INT-08266,IT,7,9.5,7.3,4.1,150000,No,Yes
INT-08267,Engineering,8,8.3,6.6,1.1,50000,No,Yes
INT-08268,Admin,22,9.1,7.8,22.5,50000,No,No
INT-08269,Engineering,13,6.6,4.9,6.8,0,No,Yes
INT-08270,Engineering,21,6.7,6.5,6.3,75000,No,Yes
INT-08271,Admin,18,8.6,7.2,0.6,75000,No,Yes
INT-08272,IT,4,6.5,5.8,0.5,75000,No,Yes
INT-08273,IT,8,6.5,8.1,9.7,25000,Yes,No
INT-08274,Engineering,8,7.6,7.7,5.8,75000,No,Yes
INT-08275,Engineering,11,6.9,6.0,6.2,0,Yes,No
INT-08276,Engineering,23,6.5,5.1,8.9,50000,No,No
INT-08277,Engineering,18,9.4,4.1,1.8,75000,Yes,Yes
INT-08278,Admin,20,9.1,9.7,51.7,50000,No,No
INT-08279,Admin,22,8.1,7.9,1.2,100000,No,No
INT-08280,IT,16,7.2,5.0,3.0,25000,Yes,Yes
INT-08281,Admin,24,7.5,8.8,10.0,75000,No,No
INT-08282,Marketing,13,8.8,8.7,6.3,25000,Yes,Yes
INT-08283,Finance,20,9.1,7.2,1.3,150000,No,Yes
INT-08284,Admin,8,6.1,9.3,12.4,75000,No,No
INT-08285,Engineering,21,8.4,4.4,28.7,25000,No,No
INT-08286,Finance,20,9.6,6.0,5.6,25000,No,Yes
INT-08287,Admin,7,7.0,4.6,2.8,100000,No,Yes
INT-08288,IT,10,6.3,5.1,1.4,0,No,Yes
INT-08289,IT,8,7.9,6.3,2.3,50000,No,No
INT-08290,Engineering,11,8.0,6.7,3.5,0,No,No
INT-08291,Marketing,11,9.1,9.0,2.2,75000,No,Yes
INT-08292,Engineering,14,8.6,3.6,9.7,0,No,No
INT-08293,IT,12,9.0,8.9,0.7,75000,No,Yes
INT-08294,IT,22,8.3,8.9,4.7,100000,Yes,Yes
INT-08295,Finance,22,8.0,5.8,4.2,50000,No,Yes
INT-08296,Finance,12,9.8,9.6,17.3,25000,Yes,Yes
INT-08297,Engineering,23,2.6,8.2,3.0,75000,No,Yes
INT-08298,Engineering,20,8.9,7.1,7.5,0,No,Yes
INT-08299,IT,19,9.3,5.6,0.5,25000,No,Yes
INT-08300,Finance,10,8.3,9.2,20.4,0,No,No
INT-08301,Finance,6,8.9,7.6,8.6,100000,No,Yes
INT-08302,IT,24,8.8,5.8,13.1,75000,No,Yes
INT-08303,Engineering,22,5.7,4.9,7.2,100000,No,No
INT-08304,IT,11,8.4,8.8,14.0,25000,Yes,Yes
INT-08305,IT,8,7.8,6.9,1.2,50000,No,Yes
INT-08306,IT,9,7.4,8.4,10.4,0,Yes,Yes
INT-08307,IT,5,8.6,6.7,1.8,100000,No,Yes
INT-08308,Admin,22,6.1,9.6,7.4,25000,No,Yes
INT-08309,Admin,16,8.5,7.8,34.5,75000,Yes,No
INT-08310,Engineering,9,7.7,7.1,2.1,25000,Yes,Yes
INT-08311,Admin,9,9.0,5.9,2.9,0,Yes,Yes
INT-08312,IT,5,8.3,3.7,2.4,100000,Yes,Yes
INT-08313,IT,8,8.1,6.0,4.8,150000,Yes,Yes
INT-08314,Engineering,14,7.9,7.2,5.9,100000,No,Yes
INT-08315,Admin,14,9.3,5.9,1.9,25000,Yes,Yes
INT-08316,IT,17,4.8,5.1,0.7,100000,No,Yes
INT-08317,Finance,16,8.3,3.1,3.8,75000,No,No
INT-08318,Engineering,11,5.7,7.7,4.4,150000,No,Yes
INT-08319,Finance,18,8.9,9.4,4.4,25000,Yes,Yes
INT-08320,Admin,15,6.1,9.5,9.2,25000,No,Yes
INT-08321,IT,6,5.8,4.2,5.3,150000,No,Yes
INT-08322,Engineering,24,9.2,6.2,1.4,150000,No,Yes
INT-08323,IT,8,5.9,4.2,22.0,50000,No,No
INT-08324,Admin,9,8.4,6.2,10.1,150000,Yes,Yes
INT-08325,IT,5,9.0,5.4,2.4,0,No,No
INT-08326,Finance,11,7.2,8.7,22.4,75000,No,No
INT-08327,IT,8,5.5,9.9,38.7,100000,No,No
INT-08328,Marketing,20,6.3,6.1,2.3,100000,Yes,Yes
INT-08329,Finance,5,8.5,5.5,4.3,50000,No,Yes
INT-08330,Admin,14,7.6,6.4,1.1,75000,Yes,Yes
INT-08331,Engineering,7,8.8,8.0,5.8,150000,No,Yes
INT-08332,Engineering,14,8.5,7.1,12.9,150000,Yes,Yes
INT-08333,Finance,12,9.6,9.5,19.2,150000,Yes,Yes
INT-08334,Admin,9,8.4,6.6,6.8,75000,No,Yes
INT-08335,Finance,5,7.5,8.4,3.7,75000,No,No
INT-08336,Admin,18,6.1,7.4,7.3,75000,No,Yes
INT-08337,Marketing,8,6.5,6.8,1.5,50000,No,No
INT-08338,Admin,15,7.1,8.9,14.9,75000,Yes,Yes
INT-08339,Admin,16,6.5,8.5,6.4,0,No,Yes
INT-08340,Finance,20,8.1,9.3,32.8,150000,No,No
INT-08341,Finance,7,6.7,9.6,4.6,100000,No,No
INT-08342,Engineering,13,6.1,6.7,9.0,75000,No,No
INT-08343,IT,4,8.4,7.9,3.8,50000,No,Yes
INT-08344,Admin,14,7.9,6.4,1.8,0,No,No
INT-08345,Marketing,19,4.9,5.3,11.7,50000,Yes,No
INT-08346,Finance,14,8.2,7.0,9.4,100000,Yes,Yes
INT-08347,Finance,12,9.3,7.3,12.6,50000,No,Yes
INT-08348,IT,5,7.7,8.2,31.8,150000,No,No
INT-08349,Admin,10,6.9,6.4,40.7,50000,No,No
INT-08350,Engineering,22,8.3,6.7,21.7,100000,No,Yes
INT-08351,Finance,21,7.3,7.9,18.5,100000,Yes,Yes
INT-08352,IT,23,9.6,5.9,3.4,25000,No,Yes
INT-08353,Finance,10,6.7,8.4,5.6,50000,Yes,Yes
INT-08354,Engineering,12,7.6,6.3,0.9,25000,No,Yes
INT-08355,IT,15,8.7,5.9,9.7,25000,No,Yes
INT-08356,Admin,6,8.9,9.3,6.8,25000,No,Yes
INT-08357,IT,19,9.1,6.9,10.3,100000,No,Yes
INT-08358,Engineering,10,3.3,8.1,9.6,0,No,No
INT-08359,IT,8,9.7,6.0,3.0,75000,No,Yes
INT-08360,IT,10,4.8,6.8,5.4,25000,No,Yes
INT-08361,Finance,22,7.7,7.1,1.4,50000,No,Yes
INT-08362,IT,20,6.2,6.5,1.2,0,No,Yes
INT-08363,IT,19,7.1,7.1,5.4,75000,No,No
INT-08364,Admin,24,7.4,8.2,7.0,25000,No,Yes
INT-08365,Engineering,24,9.0,6.8,3.6,100000,Yes,Yes
INT-08366,Finance,22,9.0,8.2,1.0,25000,No,Yes
INT-08367,Admin,21,9.3,5.8,9.2,25000,Yes,Yes
INT-08368,Finance,22,8.4,6.0,9.6,150000,No,Yes
INT-08369,Engineering,7,8.4,4.9,3.6,75000,No,No
INT-08370,IT,4,7.5,7.2,0.5,0,No,No
INT-08371,IT,7,8.3,7.6,8.6,25000,Yes,No
INT-08372,Admin,7,8.2,5.5,1.1,75000,Yes,Yes
INT-08373,Admin,12,4.5,2.9,2.5,50000,No,No
INT-08374,Engineering,11,7.9,9.6,2.8,100000,Yes,Yes
INT-08375,Engineering,5,7.5,4.1,2.9,150000,No,Yes
INT-08376,Admin,9,6.9,5.5,8.2,75000,No,No
INT-08377,IT,14,9.3,7.5,1.2,75000,No,Yes
INT-08378,IT,7,7.0,8.7,8.8,25000,Yes,Yes
INT-08379,Engineering,17,7.4,6.2,5.8,100000,Yes,Yes
INT-08380,Admin,24,9.0,6.8,3.9,25000,No,Yes
INT-08381,Engineering,12,9.5,8.4,7.9,25000,Yes,Yes
INT-08382,IT,5,9.2,8.9,17.0,50000,Yes,Yes
INT-08383,Engineering,4,5.7,8.3,6.8,25000,Yes,No
INT-08384,Finance,7,7.6,8.2,1.9,25000,No,Yes
INT-08385,IT,15,6.5,8.4,7.0,50000,Yes,Yes
INT-08386,Admin,8,7.2,8.8,5.3,25000,No,No
INT-08387,Marketing,12,5.6,9.4,23.1,50000,Yes,No
INT-08388,Admin,7,6.0,7.5,7.7,150000,No,Yes
INT-08389,Engineering,19,8.8,6.4,0.8,50000,No,No
INT-08390,IT,5,7.9,7.3,1.5,75000,Yes,No
INT-08391,Engineering,19,8.3,7.5,6.6,25000,Yes,Yes
INT-08392,IT,19,6.5,8.5,13.2,100000,No,Yes
INT-08393,Marketing,24,8.1,9.3,1.3,75000,No,Yes
INT-08394,Engineering,14,6.9,3.5,7.2,150000,No,No
INT-08395,Finance,4,5.2,8.7,5.3,25000,No,No
INT-08396,Engineering,18,8.2,6.9,4.1,75000,No,Yes
INT-08397,Engineering,7,4.1,7.5,1.2,75000,No,Yes
INT-08398,Admin,21,8.3,6.6,17.4,100000,No,Yes
INT-08399,Finance,20,4.9,8.0,12.0,75000,No,Yes
INT-08400,Marketing,10,5.5,7.1,20.8,25000,No,No
INT-08401,Admin,21,7.9,6.4,2.0,100000,Yes,Yes
INT-08402,Marketing,16,6.6,7.2,7.3,100000,Yes,Yes
INT-08403,Engineering,23,8.9,5.3,0.7,50000,No,Yes
INT-08404,Engineering,23,7.1,5.2,2.1,50000,Yes,Yes
INT-08405,Admin,13,6.4,5.5,12.9,75000,No,No
INT-08406,IT,4,7.2,7.3,3.2,0,No,Yes
INT-08407,IT,5,6.6,8.8,2.3,75000,Yes,Yes
INT-08408,IT,20,8.8,4.6,6.8,0,Yes,Yes
INT-08409,Engineering,6,9.9,7.3,9.0,75000,No,Yes
INT-08410,Admin,20,6.6,8.1,8.0,150000,No,Yes
INT-08411,Admin,15,7.9,4.5,1.3,75000,Yes,Yes
INT-08412,Marketing,15,4.7,8.4,21.8,50000,Yes,Yes
INT-08413,Admin,23,6.8,8.0,2.1,75000,No,Yes
INT-08414,Admin,13,6.4,8.5,21.3,75000,No,No
INT-08415,IT,10,9.5,8.9,5.8,50000,No,Yes
INT-08416,IT,13,6.7,3.4,1.4,100000,No,Yes
INT-08417,Finance,21,7.6,8.2,1.8,150000,No,Yes
INT-08418,Engineering,9,8.8,7.9,5.0,0,No,Yes
INT-08419,Finance,10,7.5,7.5,50.4,150000,No,No
INT-08420,IT,20,8.3,8.6,17.9,50000,No,Yes
INT-08421,Engineering,15,8.4,7.8,31.9,25000,Yes,No
INT-08422,IT,20,7.7,8.2,5.4,0,No,Yes
INT-08423,IT,21,8.1,8.2,9.6,100000,No,Yes
INT-08424,IT,17,6.6,9.7,6.4,100000,No,Yes
INT-08425,IT,14,7.5,8.8,0.7,150000,No,Yes
INT-08426,Admin,5,4.7,8.8,1.7,75000,No,No
INT-08427,IT,24,8.9,7.3,3.2,0,No,Yes
INT-08428,Marketing,4,4.4,4.5,3.5,50000,No,Yes
INT-08429,Admin,14,6.0,6.8,10.0,25000,No,No
INT-08430,IT,5,6.7,7.8,10.7,100000,No,No
INT-08431,IT,19,4.3,5.8,5.3,100000,No,Yes
INT-08432,Engineering,6,9.6,7.9,4.3,25000,No,Yes
INT-08433,IT,23,7.1,5.6,2.1,0,No,No
INT-08434,Finance,4,8.6,8.5,0.8,75000,No,Yes
INT-08435,Marketing,24,8.8,7.6,7.5,25000,No,Yes
INT-08436,IT,23,6.8,7.3,3.9,50000,Yes,Yes
INT-08437,Admin,11,7.7,5.8,5.7,150000,Yes,Yes
INT-08438,IT,22,7.5,4.0,19.0,50000,No,Yes
INT-08439,Engineering,4,7.9,4.7,9.3,0,No,Yes
INT-08440,Admin,8,5.6,9.0,12.6,75000,No,No
INT-08441,IT,4,4.0,8.6,2.1,150000,Yes,Yes
INT-08442,IT,14,8.5,7.7,0.5,150000,No,Yes
INT-08443,Engineering,24,8.3,8.1,1.7,150000,No,Yes
INT-08444,Admin,12,6.1,5.5,12.2,0,No,No
INT-08445,IT,8,8.5,6.8,5.2,150000,Yes,Yes
INT-08446,Engineering,5,8.2,6.6,2.4,100000,No,Yes
INT-08447,Engineering,16,5.8,3.7,26.6,25000,No,No
INT-08448,Finance,21,5.9,5.6,5.8,0,No,No
INT-08449,IT,15,7.4,2.7,4.2,150000,Yes,Yes
INT-08450,Finance,17,8.0,7.5,30.7,25000,No,No
INT-08451,Engineering,8,7.3,8.6,1.6,75000,Yes,Yes
INT-08452,IT,13,6.8,7.9,7.8,50000,No,Yes
INT-08453,Engineering,23,7.8,8.9,11.6,50000,No,Yes
INT-08454,Admin,5,7.0,4.2,23.1,75000,Yes,No
INT-08455,Marketing,7,9.2,5.6,14.9,25000,Yes,No
INT-08456,IT,15,7.8,8.1,3.2,25000,Yes,No
INT-08457,Engineering,14,5.8,8.1,2.9,25000,Yes,Yes
INT-08458,Admin,7,8.7,4.0,1.3,150000,Yes,Yes
INT-08459,Marketing,14,7.9,8.6,2.0,0,No,Yes
INT-08460,Admin,12,8.1,7.8,11.0,150000,No,Yes
INT-08461,Marketing,13,5.4,9.1,3.2,75000,Yes,No
INT-08462,Marketing,9,5.2,7.9,5.2,75000,No,Yes
INT-08463,IT,18,7.4,6.6,9.9,75000,No,Yes
INT-08464,Finance,13,6.2,7.8,9.2,150000,Yes,Yes
INT-08465,Marketing,24,7.7,5.0,13.1,25000,No,No
INT-08466,IT,9,9.6,8.0,1.0,150000,No,Yes
INT-08467,Admin,4,9.5,7.2,7.3,50000,No,Yes
INT-08468,Engineering,24,4.4,7.1,18.3,50000,No,No
INT-08469,IT,23,7.7,7.7,4.2,25000,No,Yes
INT-08470,IT,24,9.3,8.0,2.2,50000,Yes,Yes
INT-08471,IT,7,8.3,8.6,1.1,25000,No,Yes
INT-08472,IT,17,4.6,4.2,23.0,75000,Yes,No
INT-08473,Admin,23,7.9,7.4,0.5,150000,No,Yes
INT-08474,IT,23,6.4,5.7,13.1,100000,Yes,Yes
INT-08475,Finance,11,7.4,9.5,3.0,50000,No,Yes
